Column 1,Column 2,Column 3,Column 4
409,"Jericho Sims, C",New York Knicks,"$1,927,896"
410,"Joe Wieskamp, SF",Dallas Mavericks,"$1,927,896"
RK,NAME,TEAM,SALARY
411,"Sam Hauser, SF",Boston Celtics,"$1,927,896"
412,"Carlik Jones, G",Chicago Bulls,"$1,922,896"
413,"Haywood Highsmith, F",Miami Heat,"$1,902,137"
414,"Kevin Knox II, F",Detroit Pistons,"$1,845,593"
415,"JT Thor, F",Charlotte Hornets,"$1,836,096"
416,"Isaiah Todd, PF",Memphis Grizzlies,"$1,836,096"
417,"Isaiah Livers, PF",Detroit Pistons,"$1,836,096"
418,"Aaron Wiggins, SG",Oklahoma City Thunder,"$1,836,096"
419,"Miles McBride, PG",New York Knicks,"$1,836,096"
420,"Brandon Boston, SG",LA Clippers,"$1,836,096"
RK,NAME,TEAM,SALARY
421,"Marko Simonovic, C",Chicago Bulls,"$1,836,096"
422,"Jose Alvarado, PG",New Orleans Pelicans,"$1,836,096"
423,"Jack White, F",Memphis Grizzlies,"$1,801,769"
424,"AJ Green, G",Milwaukee Bucks,"$1,801,769"
425,"Orlando Robinson, C",Miami Heat,"$1,801,769"
426,"Dru Smith, G",Miami Heat,"$1,801,769"
427,"E.J. Liddell, F",New Orleans Pelicans,"$1,801,769"
428,"Leonard Miller, F",Minnesota Timberwolves,"$1,800,000"
429,"Joshua Primo, G",LA Clippers,"$1,764,341"
430,"Daniel Theis, C",LA Clippers,"$1,741,126"
RK,NAME,TEAM,SALARY
431,"Bryce McGowens, G",Charlotte Hornets,"$1,719,865"
432,"Xavier Cooks, G",Washington Wizards,"$1,719,864"
433,"Jabari Walker, F",Portland Trail Blazers,"$1,719,864"
434,"Josh Minott, F",Minnesota Timberwolves,"$1,719,864"
435,"Tyrese Martin, G",Brooklyn Nets,"$1,719,864"
436,"Max Christie, G",Los Angeles Lakers,"$1,719,864"
437,"Jaden Hardy, G",Dallas Mavericks,"$1,719,864"
438,"Julian Phillips, F",Chicago Bulls,"$1,600,000"
439,"Spencer Dinwiddie, PG",Los Angeles Lakers,"$1,554,654"
440,"Craig Porter Jr., G",Cleveland Cavaliers,"$1,500,000"
441,"Sidy Cissoko, G",San Antonio Spurs,"$1,119,563"
442,"Filip Petrusev, PF",Sacramento Kings,"$1,119,563"
443,"Rayan Rupert, G",Portland Trail Blazers,"$1,119,563"
444,"Toumani Camara, F",Portland Trail Blazers,"$1,119,563"
445,"Chris Livingston, F",Milwaukee Bucks,"$1,119,563"
446,"Andre Jackson Jr., G",Milwaukee Bucks,"$1,119,563"
447,"Maxwell Lewis, F",Los Angeles Lakers,"$1,119,563"
448,"Trayce Jackson-Davis, F",Golden State Warriors,"$1,119,563"
449,"Hunter Tyson, F",Denver Nuggets,"$1,119,563"
450,"Jordan Walsh, G",Boston Celtics,"$1,119,563"
RK,NAME,TEAM,SALARY
451,"Mouhamed Gueye, F",Atlanta Hawks,"$1,119,563"
452,"Kendall Brown, F",Indiana Pacers,"$1,100,000"
453,"Gui Santos, F",Golden State Warriors,"$1,029,483"
454,"A.J. Lawson, G",Dallas Mavericks,"$1,000,000"
455,"Eugene Omoruyi, F",Washington Wizards,"$900,000"
456,"Jalen Wilson, F",Brooklyn Nets,"$850,000"
457,"James Johnson, PF",Indiana Pacers,"$777,703"
458,"Lindy Waters III, F",Oklahoma City Thunder,"$766,095"
459,"Bismack Biyombo, C",Oklahoma City Thunder,"$754,488"
460,"Keon Ellis, G",Sacramento Kings,"$683,430"
RK,NAME,TEAM,SALARY
461,"Danilo Gallinari, PF",Milwaukee Bucks,"$661,628"
462,"Delon Wright, SG",Miami Heat,"$661,628"
463,"Thaddeus Young, F",Phoenix Suns,"$638,413"
464,"Aleksej Pokusevski, F",Charlotte Hornets,"$565,176"
465,"Trent Forrest, G",Atlanta Hawks,"$553,151"
466,"Shake Milton, SG",New York Knicks,"$552,938"
467,"Lester Quinones, G",Golden State Warriors,"$548,815"
468,"Stanley Umude, G",Detroit Pistons,"$538,460"
469,"Kenneth Lofton Jr., F",Utah Jazz,"$500,000"
470,"Darius Bazley, F",Utah Jazz,"$500,000"
RK,NAME,TEAM,SALARY
471,"Patty Mills, PG",Miami Heat,"$475,908"
472,"Dominick Barlow, F",San Antonio Spurs,"$455,620"
473,"Taj Gibson, F",Detroit Pistons,"$348,225"
474,"Onuralp Bitim, SF",Chicago Bulls,"$334,582"
475,"Javon Freeman-Liberty, G",Toronto Raptors,"$289,542"
